geo,origin_week,calendar_week,model,predictor,processing,max_lag,train_n,reporting_lag,n_leads,R2,MAPE
MX,2018-01-14,2018-02-11,arx,mosquito,raw,3,159,4,4,-13.280250926653023,30.43427903448676
MX,2018-01-14,2018-02-11,arx,sintomas_de_dengue,processed,3,159,4,4,-8.70889436393242,24.801238112090164
MX,2018-01-14,2018-02-11,arx,sintomas_de_dengue,raw,3,159,4,4,-11.50885036771788,28.376819835268762
MX,2018-01-21,2018-02-18,ar,NA,processed,3,160,4,4,-2.7679913439837582,23.316980891605297
MX,2018-01-21,2018-02-18,ar,NA,raw,3,160,4,4,-2.7679913439837582,23.316980891605297
MX,2018-01-21,2018-02-18,arx,dengue,processed,3,160,4,4,-3.961240919418743,28.68973212715309
MX,2018-01-21,2018-02-18,arx,dengue,raw,3,160,4,4,-1.2120992406764555,18.295636082629844
MX,2018-01-21,2018-02-18,arx,mosquito,processed,3,160,4,4,-3.043988645577456,24.51682349140371
MX,2018-01-21,2018-02-18,arx,mosquito,raw,3,160,4,4,-3.6766668528837068,26.520233697490852
MX,2018-01-21,2018-02-18,arx,sintomas_de_dengue,processed,3,160,4,4,-2.787018293223393,23.370979647887875
MX,2018-01-21,2018-02-18,arx,sintomas_de_dengue,raw,3,160,4,4,-3.0115984273021086,24.16555663324002
MX,2018-01-28,2018-02-25,ar,NA,processed,3,161,4,4,-3.706080204597261,27.11209755660895
MX,2018-01-28,2018-02-25,ar,NA,raw,3,161,4,4,-3.706080204597261,27.11209755660895
MX,2018-01-28,2018-02-25,arx,dengue,processed,3,161,4,4,-4.4165093454191124,31.063160681700534
MX,2018-01-28,2018-02-25,arx,dengue,raw,3,161,4,4,-1.4497716225696369,19.928967214819348
MX,2018-01-28,2018-02-25,arx,mosquito,processed,3,161,4,4,-3.6250615681449974,27.010591389582476
MX,2018-01-28,2018-02-25,arx,mosquito,raw,3,161,4,4,-4.1743825466962505,28.75022507865142
MX,2018-01-28,2018-02-25,arx,sintomas_de_dengue,processed,3,161,4,4,-3.7555232275488164,27.295914614217065
MX,2018-01-28,2018-02-25,arx,sintomas_de_dengue,raw,3,161,4,4,-3.9560455314775913,28.010339324464507
MX,2018-02-04,2018-03-04,ar,NA,processed,3,162,4,4,-9.002907711240177,32.01699436701594
MX,2018-02-04,2018-03-04,ar,NA,raw,3,162,4,4,-9.002907711240177,32.01699436701594
MX,2018-02-04,2018-03-04,arx,dengue,processed,3,162,4,4,-8.511726124250256,32.48832649605576
MX,2018-02-04,2018-03-04,arx,dengue,raw,3,162,4,4,-3.414037326219548,21.854075917180992
MX,2018-02-04,2018-03-04,arx,mosquito,processed,3,162,4,4,-8.42748609238689,31.455608233252352
MX,2018-02-04,2018-03-04,arx,mosquito,raw,3,162,4,4,-9.39343862041418,33.06700296787665
MX,2018-02-04,2018-03-04,arx,sintomas_de_dengue,processed,3,162,4,4,-9.065157839820085,32.11417717949768
MX,2018-02-04,2018-03-04,arx,sintomas_de_dengue,raw,3,162,4,4,-9.373599346551329,32.605757595625775
MX,2018-02-11,2018-03-11,ar,NA,processed,3,163,4,4,-21.7278885020539,30.37245336289609
MX,2018-02-11,2018-03-11,ar,NA,raw,3,163,4,4,-21.7278885020539,30.37245336289609
MX,2018-02-11,2018-03-11,arx,dengue,processed,3,163,4,4,-17.7676097377999,28.109563098285083
MX,2018-02-11,2018-03-11,arx,dengue,raw,3,163,4,4,-6.085194015007805,16.91327144493848
