predictor_lab,prediction_lead,series,origin_week,R2,R2_low,R2_high
mosquito,Lead 4,ARX (raw),2018-09-02,0.1575867044547764,-2.267717840831425,0.4574072246626446
mosquito,Lead 4,ARX (raw),2018-09-09,0.10015771608090196,-2.143461197343732,0.3765856714616451
mosquito,Lead 4,ARX (raw),2018-09-16,0.21000257160585234,-1.1903382607890869,0.39089106055565903
mosquito,Lead 4,ARX (raw),2018-09-23,0.1268604551801672,-1.4267330295713974,0.3823381294793188
mosquito,Lead 4,ARX (raw),2018-09-30,-0.4548465127718162,-3.6762588947860335,0.10371932047874739
mosquito,Lead 4,ARX (raw),2018-10-07,-0.8666234902465411,-4.598525155837295,-0.23602257738324844
mosquito,Lead 4,ARX (raw),2018-10-14,-1.3562580419096983,-5.727433978726026,-0.38078248274736204
mosquito,Lead 4,ARX (raw),2018-10-21,-1.4807664010062078,-6.597525615779478,-0.6864780352607063
mosquito,Lead 4,ARX (raw),2018-10-28,-1.3890552939879957,-10.005873309189646,-0.6489845547109352
mosquito,Lead 4,ARX (raw),2018-11-04,-1.7585473997556158,-6.3878683985408395,-1.0717159772403406
mosquito,Lead 4,ARX (raw),2018-11-11,-1.8343922549808154,-6.439024267037521,-0.8519748453345
mosquito,Lead 4,ARX (raw),2018-11-18,-2.9838668665036336,-16.59487749878723,-1.4982891624934354
mosquito,Lead 4,ARX (raw),2018-11-25,-2.4870838420371184,-14.984599333249246,-0.9369928496287001
mosquito,Lead 4,ARX (raw),2018-12-02,-1.1957230071952525,-10.754162101654675,-0.6412583932028033
mosquito,Lead 4,ARX (raw),2018-12-09,-1.0078590143413062,-4.304186633427454,-0.44947025911270266
mosquito,Lead 4,ARX (raw),2018-12-16,-1.0087036017916273,-4.796361708573,-0.4163538174679373
mosquito,Lead 4,ARX (raw),2018-12-23,-1.0807029436767288,-3.9033101773197902,-0.4169552576786172
mosquito,Lead 4,ARX (raw),2018-12-30,-1.179761385701572,-4.754995040394664,-0.3013752915385818
mosquito,Lead 4,ARX (raw),2019-01-06,-1.3795612238176598,-7.613914585040533,-0.4699475649883935
mosquito,Lead 4,ARX (raw),2019-01-13,-1.935719857531537,-9.845244751227199,-0.6456051325616331
mosquito,Lead 4,ARX (raw),2019-01-20,-3.5027172997147416,-10.982118765535645,-2.0254160568051613
mosquito,Lead 4,ARX (raw),2019-01-27,-4.919840871335361,-17.015605609620803,-2.455162649864556
mosquito,Lead 4,ARX (raw),2019-02-03,-6.486565567679885,-30.40287533416287,-3.3251204175833413
mosquito,Lead 4,ARX (raw),2019-02-10,-6.163209035691488,-41.477325953030544,-2.8983334934738854
mosquito,Lead 4,ARX (raw),2019-02-17,-4.472796702388728,-39.27417918699241,-2.1411677775469427
mosquito,Lead 4,ARX (raw),2019-02-24,-3.366849141506652,-25.48268964178137,-2.203996102373931
mosquito,Lead 4,ARX (raw),2019-03-03,-2.4310941444160976,-9.34049288645151,-1.65181759685205
mosquito,Lead 4,ARX (raw),2019-03-10,-1.7738416721466446,-9.049674910583018,-0.69063538166292
mosquito,Lead 4,ARX (raw),2019-03-17,-1.5169238652287191,-8.059252483189955,-0.4557210793150458
mosquito,Lead 4,ARX (raw),2019-03-24,-1.5974981631376983,-10.776998192900484,-0.41332295339512265
mosquito,Lead 4,ARX (raw),2019-03-31,-2.165590097929099,-10.409778919089456,-0.7743063320231096
mosquito,Lead 4,ARX (raw),2019-04-07,-2.731069311093937,-10.848481116409111,-1.4107734207044618
mosquito,Lead 4,ARX (raw),2019-04-14,-3.933071031523724,-11.752423624545177,-2.2385728136676066
mosquito,Lead 4,ARX (raw),2019-04-21,-5.863108296568492,-15.434790425368409,-3.8479032146356102
mosquito,Lead 4,ARX (raw),2019-04-28,-3.946609693576499,-15.038521776749164,-2.479263591290305
mosquito,Lead 4,ARX (raw),2019-05-05,-2.093568867147919,-8.273347428841479,-1.3451049614941606
